path,h,w,c,is_horizontal
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05231.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05232.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05233.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05234.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05235.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05236.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05237.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05238.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05239.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05240.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05241.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05242.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05243.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05244.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05245.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05246.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05247.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05248.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05249.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05250.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05251.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05252.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05253.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05254.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05255.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05256.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05257.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05258.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Avila_Juarez_Fausto/DSC05259.JPG,2432,4320,3,1
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Aviles_Rojas_Epifanio,_fichas/Aviles_Rojas_Epifanio,_fichas-1-.JPG",3456,4608,3,1
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Aviles_Rojas_Epifanio,_fichas/Aviles_Rojas_Epifanio,_fichas-2-.JPG",4608,3456,3,0
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Aviles_Rojas_Epifanio,_fichas/Aviles_Rojas_Epifanio,_fichas-3-.JPG",3456,4608,3,1
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Aviles_Rojas_Epifanio,_fichas/Aviles_Rojas_Epifanio,_fichas-4-.JPG",4608,3456,3,0
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Aviles_Rojas_Epifanio,_fichas/Aviles_Rojas_Epifanio,_fichas-5-.JPG",3456,4608,3,1
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Aviles_Rojas_Epifanio,_fichas/Aviles_Rojas_Epifanio,_fichas-6-.JPG",4608,3456,3,0
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Aviles_Rojas_Epifanio,_fichas/Aviles_Rojas_Epifanio,_fichas-7-.JPG",3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Ayala_Agueros_Jose/DSC05201.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Ayala_Agueros_Jose/DSC05202.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Ayala_Agueros_Jose/DSC05203.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Ayala_Agueros_Jose/DSC05206.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Ayala_Agueros_Jose/DSC05207.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Baltazar_Arreola_Victor/IMG_6844.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Baltazar_Arreola_Victor/IMG_6846.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Baltazar_Arreola_Victor/IMG_6847.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Baltazar_Arreola_Victor/IMG_6945.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Baltazar_Arreola_Victor/IMG_6946.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6919.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6920.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6921.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6922.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6923.JPG,4608,3456,3,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6924.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6925.JPG,4608,3456,3,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6926.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6927.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6928.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6929.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6930.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6931.JPG,4608,3456,3,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6932.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6933.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6934.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6935.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6936.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6937.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6938.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6939.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6940.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6941.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6942.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6943.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6944.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05176.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05177.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05178.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05179.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05180.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05181.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05182.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05183.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05185.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05186.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05187.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05188.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05189.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05190.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05191.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05192.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05193.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05194.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05195.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05196.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05197.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05198.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05199.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Fernandez_Brito_Raul_Gregorio/DSC05200.JPG,2432,4320,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05269.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05270.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05271.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05272.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05273.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05274.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05275.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05276.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05277.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05278.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05279.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05280.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05281.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05282.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05283.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05284.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05285.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05286.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05287.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05288.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05290.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05291.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05292.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05293.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Reynada_Hilda/DSC05294.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05295.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05296.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05297.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05298.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05299.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05300.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05301.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05302.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05304.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Flores_Vazquez_Sixto/DSC05305.JPG,1944,2592,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0004.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0005.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0006.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0007.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0008.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0010.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0011.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0013.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0014.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0015.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0016.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0017.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0018.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0019.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0020.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0021.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0022.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0023.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0024.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0025.JPG,4608,3456,3,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0026.JPG,4608,3456,3,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0027.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0028.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0029.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0030.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0031.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0032.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0033.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0034.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0035.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0036.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0037.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0038.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0039.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0040.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0041.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0042.JPG,3456,4608,3,1
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Gallardo_Moreno_Juan/IMG_0043.JPG,3456,4608,3,1
