path,shape_a,shape_b,shape_c,sigma,pixels,border,is_exp,is_date
/media/juan/jc/archivos_represion/Ficheros/Genaro_Vazquez_Rojas/68-04-22_a_75-02-04/Genaro_Fichas-83-.JPG,1944,2592,3,0.33,1200,5,1,1
/media/juan/jc/archivos_represion/Ficheros/Genaro_Vazquez_Rojas/68-04-22_a_75-02-04/Genaro_Fichas-83-.JPG,1944,2592,3,0.33,1300,5,0,1
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Olea_Castaneyra_Rafel/Olea_Castaneyra_Rafael,_ACNR-9-.JPG",3456,4608,3,0.33,900,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Olea_Castaneyra_Rafel/Olea_Castaneyra_Rafael,_ACNR-9-.JPG",3456,4608,3,0.33,1100,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Olea_Castaneyra_Rafel/Olea_Castaneyra_Rafael,_ACNR-9-.JPG",3456,4608,3,0.33,1200,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Olea_Castaneyra_Rafel/Olea_Castaneyra_Rafael,_ACNR-9-.JPG",3456,4608,3,0.33,1300,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/UPCEG,_Version_Publica-59-04-09_a_85-12-04-,_Guerrero/UPCEG,_1_de_4-59-04-09_a_67-04-06-/1_de_4,-59-04-09_a_67-04-06-18-.JPG",4608,3456,3,0.33,900,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/UPCEG,_Version_Publica-59-04-09_a_85-12-04-,_Guerrero/UPCEG,_1_de_4-59-04-09_a_67-04-06-/1_de_4,-59-04-09_a_67-04-06-18-.JPG",4608,3456,3,0.33,1100,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/UPCEG,_Version_Publica-59-04-09_a_85-12-04-,_Guerrero/UPCEG,_1_de_4-59-04-09_a_67-04-06-/1_de_4,-59-04-09_a_67-04-06-18-.JPG",4608,3456,3,0.33,1200,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/UPCEG,_Version_Publica-59-04-09_a_85-12-04-,_Guerrero/UPCEG,_1_de_4-59-04-09_a_67-04-06-/1_de_4,-59-04-09_a_67-04-06-18-.JPG",4608,3456,3,0.33,1300,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Corral_Garcia_Luis_Miguel,_Version_Publica/Corral_Garcia_Luis_Miguel,_Expediente_Publico-100-.JPG",3456,4608,3,0.33,900,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Corral_Garcia_Luis_Miguel,_Version_Publica/Corral_Garcia_Luis_Miguel,_Expediente_Publico-100-.JPG",3456,4608,3,0.33,1100,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Corral_Garcia_Luis_Miguel,_Version_Publica/Corral_Garcia_Luis_Miguel,_Expediente_Publico-100-.JPG",3456,4608,3,0.33,1200,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Corral_Garcia_Luis_Miguel,_Version_Publica/Corral_Garcia_Luis_Miguel,_Expediente_Publico-100-.JPG",3456,4608,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6936.JPG,3456,4608,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6936.JPG,3456,4608,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6936.JPG,3456,4608,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/ACNR_militantes/Bracho_Campos_Ismael/IMG_6936.JPG,3456,4608,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Policia_de_Guerrero/IMG_0407.JPG,3456,4608,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Policia_de_Guerrero/IMG_0407.JPG,3456,4608,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Policia_de_Guerrero/IMG_0407.JPG,3456,4608,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Policia_de_Guerrero/IMG_0407.JPG,3456,4608,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Fichas_1/Carmelo_cortes-88-.JPG,1944,2592,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Fichas_1/Carmelo_cortes-88-.JPG,1944,2592,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Fichas_1/Carmelo_cortes-88-.JPG,1944,2592,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Fichas_1/Carmelo_cortes-88-.JPG,1944,2592,3,0.33,1300,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Ficha_2/FAR,_concentrado_general-440-.JPG",2448,3264,3,0.33,900,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Ficha_2/FAR,_concentrado_general-440-.JPG",2448,3264,3,0.33,1100,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Ficha_2/FAR,_concentrado_general-440-.JPG",2448,3264,3,0.33,1200,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Ficha_2/FAR,_concentrado_general-440-.JPG",2448,3264,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/59-04-11_a_67-04-22/COPREROS_FICHAS-63-.JPG,1944,2592,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/59-04-11_a_67-04-22/COPREROS_FICHAS-63-.JPG,1944,2592,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/59-04-11_a_67-04-22/COPREROS_FICHAS-63-.JPG,1944,2592,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/59-04-11_a_67-04-22/COPREROS_FICHAS-63-.JPG,1944,2592,3,0.33,1300,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Arenas_San_Juan_Candido/73-11-15,_ARENAS_SAN_JUAN,_Candido-3-.JPG",3456,4608,3,0.33,900,5,0,1
"/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Arenas_San_Juan_Candido/73-11-15,_ARENAS_SAN_JUAN,_Candido-3-.JPG",3456,4608,3,0.33,1100,5,1,1
"/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Arenas_San_Juan_Candido/73-11-15,_ARENAS_SAN_JUAN,_Candido-3-.JPG",3456,4608,3,0.33,1200,5,1,1
"/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Arenas_San_Juan_Candido/73-11-15,_ARENAS_SAN_JUAN,_Candido-3-.JPG",3456,4608,3,0.33,1300,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Corral_Garcia_Salvador,_Version_Publica/Corral_Garcia_Salvador,_Version_Publica-23-.JPG",3456,4608,3,0.33,900,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Corral_Garcia_Salvador,_Version_Publica/Corral_Garcia_Salvador,_Version_Publica-23-.JPG",3456,4608,3,0.33,1100,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Corral_Garcia_Salvador,_Version_Publica/Corral_Garcia_Salvador,_Version_Publica-23-.JPG",3456,4608,3,0.33,1200,5,0,0
"/media/juan/jc/archivos_represion/Ficheros/Corral_Garcia_Salvador,_Version_Publica/Corral_Garcia_Salvador,_Version_Publica-23-.JPG",3456,4608,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Brigada_Campesina_de_Ajusticiamiento/BCA/Brigada_Campesina_de_Ajusticiamiento-64-.JPG,3456,4608,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Brigada_Campesina_de_Ajusticiamiento/BCA/Brigada_Campesina_de_Ajusticiamiento-64-.JPG,3456,4608,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Brigada_Campesina_de_Ajusticiamiento/BCA/Brigada_Campesina_de_Ajusticiamiento-64-.JPG,3456,4608,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Brigada_Campesina_de_Ajusticiamiento/BCA/Brigada_Campesina_de_Ajusticiamiento-64-.JPG,3456,4608,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Fichas_1/Carmelo_cortes-140-.JPG,1944,2592,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Fichas_1/Carmelo_cortes-140-.JPG,1944,2592,3,0.33,1100,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Fichas_1/Carmelo_cortes-140-.JPG,1944,2592,3,0.33,1200,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Carmelo_Cortes_Castro/Fichas_1/Carmelo_cortes-140-.JPG,1944,2592,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Lucio_Cabanas_Barrientos/73-05-02_a_77-07-21/DSC02694.JPG,1944,2592,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Lucio_Cabanas_Barrientos/73-05-02_a_77-07-21/DSC02694.JPG,1944,2592,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Lucio_Cabanas_Barrientos/73-05-02_a_77-07-21/DSC02694.JPG,1944,2592,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Lucio_Cabanas_Barrientos/73-05-02_a_77-07-21/DSC02694.JPG,1944,2592,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Fuerzas_Armadas_de_Liberacion/Santiago_Dionisio_Octaviano/Santiago_Dionicio_Octaviano-18-.JPG,1728,2304,3,0.33,900,5,1,1
/media/juan/jc/archivos_represion/Ficheros/Fuerzas_Armadas_de_Liberacion/Santiago_Dionisio_Octaviano/Santiago_Dionicio_Octaviano-18-.JPG,1728,2304,3,0.33,1100,5,1,1
/media/juan/jc/archivos_represion/Ficheros/Fuerzas_Armadas_de_Liberacion/Santiago_Dionisio_Octaviano/Santiago_Dionicio_Octaviano-18-.JPG,1728,2304,3,0.33,1200,5,1,1
/media/juan/jc/archivos_represion/Ficheros/Fuerzas_Armadas_de_Liberacion/Santiago_Dionisio_Octaviano/Santiago_Dionicio_Octaviano-18-.JPG,1728,2304,3,0.33,1300,5,1,1
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Calderon_Lagunas_Crescencio/Calderon_Lagunas_Crescencio-2-.JPG,1944,2592,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Calderon_Lagunas_Crescencio/Calderon_Lagunas_Crescencio-2-.JPG,1944,2592,3,0.33,1100,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Calderon_Lagunas_Crescencio/Calderon_Lagunas_Crescencio-2-.JPG,1944,2592,3,0.33,1200,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Calderon_Lagunas_Crescencio/Calderon_Lagunas_Crescencio-2-.JPG,1944,2592,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/67-11-08_a_75-04-25/copreros_fichas-80-.JPG,1944,2592,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/67-11-08_a_75-04-25/copreros_fichas-80-.JPG,1944,2592,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/67-11-08_a_75-04-25/copreros_fichas-80-.JPG,1944,2592,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/67-11-08_a_75-04-25/copreros_fichas-80-.JPG,1944,2592,3,0.33,1300,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Salas_Obregon_Ignacio_Arturo/Ignacio_Arturo_Salas_Obregon,_fichas-69-.JPG",3456,4608,3,0.33,900,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Salas_Obregon_Ignacio_Arturo/Ignacio_Arturo_Salas_Obregon,_fichas-69-.JPG",3456,4608,3,0.33,1100,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Salas_Obregon_Ignacio_Arturo/Ignacio_Arturo_Salas_Obregon,_fichas-69-.JPG",3456,4608,3,0.33,1200,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Salas_Obregon_Ignacio_Arturo/Ignacio_Arturo_Salas_Obregon,_fichas-69-.JPG",3456,4608,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Diosdado_Mendoza_Antonio/Diosdado_Mendoza_Antonio-11-.JPG,1944,2592,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Diosdado_Mendoza_Antonio/Diosdado_Mendoza_Antonio-11-.JPG,1944,2592,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Diosdado_Mendoza_Antonio/Diosdado_Mendoza_Antonio-11-.JPG,1944,2592,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Diosdado_Mendoza_Antonio/Diosdado_Mendoza_Antonio-11-.JPG,1944,2592,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Juarez_Godoy_Rogelio/Juarez_Godoy_Rogelio-27-.JPG,2304,1728,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Juarez_Godoy_Rogelio/Juarez_Godoy_Rogelio-27-.JPG,2304,1728,3,0.33,1100,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Juarez_Godoy_Rogelio/Juarez_Godoy_Rogelio-27-.JPG,2304,1728,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Juarez_Godoy_Rogelio/Juarez_Godoy_Rogelio-27-.JPG,2304,1728,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/59-04-11_a_67-04-22/COPREROS_FICHAS-55-.JPG,1944,2592,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/59-04-11_a_67-04-22/COPREROS_FICHAS-55-.JPG,1944,2592,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/59-04-11_a_67-04-22/COPREROS_FICHAS-55-.JPG,1944,2592,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/59-04-11_a_67-04-22/COPREROS_FICHAS-55-.JPG,1944,2592,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/VARP/VARP_4/IMG_5675.JPG,4608,3456,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/VARP/VARP_4/IMG_5675.JPG,4608,3456,3,0.33,1100,5,0,0
/media/juan/jc/archivos_represion/Ficheros/VARP/VARP_4/IMG_5675.JPG,4608,3456,3,0.33,1200,5,0,0
/media/juan/jc/archivos_represion/Ficheros/VARP/VARP_4/IMG_5675.JPG,4608,3456,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Gonzalez_Ruiz_Jose_Enrique/Gonzalez_Ruiz_Jose_Enrique-54-.JPG,4608,3456,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Gonzalez_Ruiz_Jose_Enrique/Gonzalez_Ruiz_Jose_Enrique-54-.JPG,4608,3456,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Gonzalez_Ruiz_Jose_Enrique/Gonzalez_Ruiz_Jose_Enrique-54-.JPG,4608,3456,3,0.33,1200,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Gonzalez_Ruiz_Jose_Enrique/Gonzalez_Ruiz_Jose_Enrique-54-.JPG,4608,3456,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/67-11-08_a_75-04-25/copreros_fichas-81-.JPG,1944,2592,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/67-11-08_a_75-04-25/copreros_fichas-81-.JPG,1944,2592,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/67-11-08_a_75-04-25/copreros_fichas-81-.JPG,1944,2592,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Copreros/67-11-08_a_75-04-25/copreros_fichas-81-.JPG,1944,2592,3,0.33,1300,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Represores/Arriaga_Valero_Manuel,_Judicial_Sinaloa/Arriaga_Valero_Manuel-1-,_Coordinador_Judicial_Sinaloa.JPG",1944,2592,3,0.33,900,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Represores/Arriaga_Valero_Manuel,_Judicial_Sinaloa/Arriaga_Valero_Manuel-1-,_Coordinador_Judicial_Sinaloa.JPG",1944,2592,3,0.33,1100,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Represores/Arriaga_Valero_Manuel,_Judicial_Sinaloa/Arriaga_Valero_Manuel-1-,_Coordinador_Judicial_Sinaloa.JPG",1944,2592,3,0.33,1200,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/Represores/Arriaga_Valero_Manuel,_Judicial_Sinaloa/Arriaga_Valero_Manuel-1-,_Coordinador_Judicial_Sinaloa.JPG",1944,2592,3,0.33,1300,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Genaro_Vazquez_Rojas/60-01-26_a_66-07-04/DSC02314.JPG,1944,2592,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Genaro_Vazquez_Rojas/60-01-26_a_66-07-04/DSC02314.JPG,1944,2592,3,0.33,1100,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Genaro_Vazquez_Rojas/60-01-26_a_66-07-04/DSC02314.JPG,1944,2592,3,0.33,1200,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Genaro_Vazquez_Rojas/60-01-26_a_66-07-04/DSC02314.JPG,1944,2592,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Juarez_Godoy_Rogelio/Juarez_Godoy_Rogelio-8-.JPG,1728,2304,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Juarez_Godoy_Rogelio/Juarez_Godoy_Rogelio-8-.JPG,1728,2304,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Juarez_Godoy_Rogelio/Juarez_Godoy_Rogelio-8-.JPG,1728,2304,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Detenidos_Desaparecidos/Juarez_Godoy_Rogelio/Juarez_Godoy_Rogelio-8-.JPG,1728,2304,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Comando_Carmelo_Cortes_Castro/comando_Carmelo_cortes_fichas-58-.JPG,1728,2304,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Comando_Carmelo_Cortes_Castro/comando_Carmelo_cortes_fichas-58-.JPG,1728,2304,3,0.33,1100,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Comando_Carmelo_Cortes_Castro/comando_Carmelo_cortes_fichas-58-.JPG,1728,2304,3,0.33,1200,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Comando_Carmelo_Cortes_Castro/comando_Carmelo_cortes_fichas-58-.JPG,1728,2304,3,0.33,1300,5,0,0
/media/juan/jc/archivos_represion/Ficheros/Lucio_Cabanas_Barrientos/81-02-02_a_83-12-02/lucio_fichas-2-.JPG,1944,2592,3,0.33,900,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Lucio_Cabanas_Barrientos/81-02-02_a_83-12-02/lucio_fichas-2-.JPG,1944,2592,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Lucio_Cabanas_Barrientos/81-02-02_a_83-12-02/lucio_fichas-2-.JPG,1944,2592,3,0.33,1200,5,1,0
/media/juan/jc/archivos_represion/Ficheros/Lucio_Cabanas_Barrientos/81-02-02_a_83-12-02/lucio_fichas-2-.JPG,1944,2592,3,0.33,1300,5,1,0
"/media/juan/jc/archivos_represion/Ficheros/FAP,_fichas_3/FAP,_fichas_3-35-.JPG",3456,4608,3,0.33,900,5,1,1
"/media/juan/jc/archivos_represion/Ficheros/FAP,_fichas_3/FAP,_fichas_3-35-.JPG",3456,4608,3,0.33,1100,5,1,1
"/media/juan/jc/archivos_represion/Ficheros/FAP,_fichas_3/FAP,_fichas_3-35-.JPG",3456,4608,3,0.33,1200,5,1,1
"/media/juan/jc/archivos_represion/Ficheros/FAP,_fichas_3/FAP,_fichas_3-35-.JPG",3456,4608,3,0.33,1300,5,1,1
/media/juan/jc/archivos_represion/Ficheros/PPUA/Medrano_Mederos_Florencio/158._79-02-19._MEDRANO_MEDEROS_FLORENCIO.JPG,3456,4608,3,0.33,900,5,0,0
/media/juan/jc/archivos_represion/Ficheros/PPUA/Medrano_Mederos_Florencio/158._79-02-19._MEDRANO_MEDEROS_FLORENCIO.JPG,3456,4608,3,0.33,1100,5,1,0
/media/juan/jc/archivos_represion/Ficheros/PPUA/Medrano_Mederos_Florencio/158._79-02-19._MEDRANO_MEDEROS_FLORENCIO.JPG,3456,4608,3,0.33,1200,5,1,0
